age,country,event_count,friend_count,gender,id,image,playcount,playlists,recent_artist1,recent_artist2,recent_artist3,recent_artist4,recent_artist5,recent_date1,recent_date2,recent_date3,recent_date4,recent_date5,recent_track1,recent_track2,recent_track3,recent_track4,recent_track5,registered,subscriber,tag1,tag2,tag3,tag4,tag5,top_artist1,top_artist2,top_artist3,top_artist4,top_artist5,top_count1,top_count2,top_count3,top_count4,top_count5
30.0,US,0,0,m,10685269,True,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1211995995,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,DE,0,0,None,15512903,True,113,0,Buttercup,? M?ti S?l,Bhakti Music,J?nsi & Alex,Menn ?rsins,1350640950,1350640566,1350498698,1350498468,1350498172,In Love,Hvar sem ?g fer,Teyatha Om Bekandze,All the Big Trees,12 Steps to the Liquor Store,1233387894,0,post-rock,icelandic,icelandic,icelandic,ambient,Stafr?nn H?kon,J?nsi,Pornopop,Menn ?rsins,?lafur Arnalds,7,7,6,6,6
None,None,0,0,None,20196291,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1248294487,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
35.0,BR,0,0,m,25336569,True,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1262007093,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,28608807,False,2,0,The Rolling Stones,The Who,None,None,None,1270578966,1270578558,None,None,None,You Can't Always Get What You Want,Baba O'Riley,None,None,None,1270578487,0,classic rock,classic rock,None,None,None,The Rolling Stones,The Who,None,None,None,1,1,None,None,None
59.0,US,0,0,m,10307412,True,44,1,ABBA,Petula Clark,Doris Day,Doris Day,Doris Day,1225008671,1224972238,1213249280,1213249022,1213243350,Dancing Queen,Downtown,Sentimental Journey,Silver Bells,Winter Wonderland,1209107029,0,minimal,electronic,jazz,female vocalists,60s,Anja Schneider,The Crystal Method,Doris Day,Barbra Streisand,Petula Clark,16,4,3,3,2
None,None,0,0,None,3238705,False,480,1,Bongo Botrako,Hechos Contra El Decoro,Costo Rico,Vicente Amigo,El Puchero del Hortelano,1311076967,1311076725,1311075264,1311075035,1311074795,Todos los d?as sale el sol,Voz Of Babilon,la primavera,Morente,/ 7 Quiero saber,1138451969,0,ska,Fusion,spanish,ska,Fusion,Che Sudaka,Canteca de macao,Aslandticos,Eskorzo,Macaco,52,37,34,30,23
None,None,0,0,None,14357989,False,5,0,Veil of Maya,Veil of Maya,Veil of Maya,Veil of Maya,Veil of Maya,1229732474,1229651628,1229651316,1229651125,1229650923,Sever The Voices,Sever The Voices,Sever The Voices,All Things Set Aside,Entry Level Exit Wounds,1229639414,0,deathcore,None,None,None,None,Veil of Maya,None,None,None,None,5,None,None,None,None
None,None,0,0,None,9866997,True,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1205896464,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,19562017,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1245743406,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,22770077,False,65,0,Gyptian,Pablo Moses,Junior Murvin,Living Death,Assassin,1281454452,1259581749,1259581509,1259058977,1259058787,Ma Ma,Where Am I,Police and Thieves,Eisbein (Mit Sauerkraut),Good Over Evil,1258458447,0,dancehall,reggae,reggae,reggae,reggae,Sean Paul,Barrington Levy,The Upsetters,Junior Murvin,Shaggy,3,2,2,2,2
25.0,RU,0,0,m,17438822,True,241,1,RSD,Clubroot,Loops Haunt,Lorn,Terror Danjah,1307490822,1307490543,1307490250,1307490151,1307489965,Who I Am,Sempiternal,Rubber Sun Grenade,Number 2,Sidechain (D.O.K Remix),1238433875,0,jazz,ninja tune,turntablism,electronic,downtempo,The Cinematic Orchestra,DJ Food,Kid Koala,The Prodigy,Bonobo,5,4,4,4,3
None,None,0,0,None,15303763,False,109,0,Ingenting,Ingenting,Ingenting,Ingenting,Ingenting,1259248959,1259248820,1256476691,1246789349,1245772182,Hollywood dreams,Hollywood dreams,Hollywood dreams,Hollywood dreams,Hollywood dreams,1232832929,0,norwegian,None,None,None,None,Ingenting,None,None,None,None,109,None,None,None,None
None,None,0,0,None,17433222,False,85,0,The Chieftains,Patrick Street,The Clancy Brothers,Blood or Whiskey,Sweeney's Men,1239029373,1239029161,1239028992,1238741504,1238741210,Whole Heap of Little Horses,The Rich Irish Lady,Mountain Dew,They Say No!,The Handsome Cabin Boy,1238422309,0,irish,irish,celtic,celtic,irish,The Clancy Brothers,The Clancy Brothers And Tommy Makem,The Chieftains,Planxty,The Dubliners,7,7,5,5,5
None,None,0,0,None,6656147,False,1,1,Alice in Chains,None,None,None,None,1180701164,None,None,None,None,No Excuses,None,None,None,None,1180652915,0,Grunge,None,None,None,None,Alice in Chains,None,None,None,None,1,None,None,None,None
None,None,0,0,None,23352904,False,50,0,Julio Preciado,Tierra Cali,Banda Los Recoditos,Los ?ngeles Azules,Los ?ngeles Azules,1298858617,1298858384,1298858118,1297665102,1295927853,Por Amar Asi,Si Tu Te Vas,Ando Bien Pedo,Me Haces Falta Tu,Me Haces Falta Tu,1258601434,0,Chicano Rap,cumbia,All,Gangsta Rap,duranguense,Sir Dyno,Los ?ngeles Azules,Los Pikadientes De Caborca,Darkroom Familia,Alacranes Musical,3,3,3,2,2
None,None,0,0,None,14061706,False,7,0,A Tribe Called Quest,Lauryn Hill,Diplo,Noisettes,Alicia Keys,1279936267,1279935742,1260230254,1260228639,1260228272,Award Tour,When It Hurts So Bad,Florida,Sometimes,No One,1228254826,0,soul,soul,Hip-Hop,indie,electronic,Lauryn Hill,Alicia Keys,A Tribe Called Quest,The Killers,Diplo,1,1,1,1,1
None,None,0,0,None,11755837,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1218497797,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,13269635,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1224951015,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,19065409,False,95,0,Tristan Prettyman,Donavon Frankenreiter,Ray LaMontagne,John Mayer,Jon McLaughlin,1244752511,1244752322,1244752058,1244751811,1244751553,Smoke,On My Mind,Henry Nearly Killed Me (It's A Shame),Gravity,Four Years,1243885708,0,singer-songwriter,singer-songwriter,singer-songwriter,singer-songwriter,singer-songwriter,Jason Mraz,Matt Nathanson,Tristan Prettyman,John Mayer,James Morrison,5,5,5,4,4
None,None,0,0,None,3550221,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1144220235,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,6490589,False,409,0,Jimi Hendrix,Sammy Hagar,Heart,Bay City Rollers,Sweet,1193827618,1193827402,1193827040,1193826653,1193826463,Villanova Junction,This Planet's on Fire (Burn in Hell),In Walks The Night,Don't Let The Music Die,Sunny Sleeps Late,1179394945,0,alternative,rock,rock,heavy metal,rock,Radiohead,The White Stripes,Weezer,Ozzy Osbourne,Foo Fighters,4,4,4,4,4
None,None,0,0,None,11906198,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1219259744,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20.0,BR,0,0,f,12936248,True,156,2,Giovani Santos,Deluxe Trio,Beeshop,Emo.,Mipt,1226157272,1226100422,1226100218,1226100015,1226099706,TE CONHECER FOI TUDO EM MINHA VIDA,Meu Mundo,You Taste Like Cookies,Vida Real,Olhos Fechados,1223651907,0,pop,rock,rock,punk rock,rock,Avril Lavigne,Fresno,Simple Plan,Good Charlotte,Forfun,9,9,7,6,6
None,None,0,0,None,12830078,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1223221149,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,27120996,False,146,0,Trey Songz,Ludacris,Jae Millz,Lil' Wayne,Lil Twist,1297982211,1297981965,1297981895,1297981551,1297981303,Role Play,MVP,Horror,Hustler Musik,Little Secret,1266440402,0,rap,Hip-Hop,Hip-Hop,young money,rap,Lil' Wayne,Young Money,Wiz Khalifa,Gudda Gudda,Gucci Mane,9,8,8,7,6
None,None,0,5,None,8906923,True,54098,1,The King's Singers,The King's Singers,The King's Singers,The King's Singers,The King's Singers,1336752448,1336752294,1336751956,1336751728,1336751407,Haec Dies,Groovy Kind Of Love,The Rose,Kokomo,Kiss From A Rose,1199898573,0,jazz,jazz,jazz,jazz,jazz,Dean Martin,Nina Simone,Blossom Dearie,Ella Fitzgerald & Louis Armstrong,Ella Fitzgerald,999,835,754,745,729
None,None,0,0,None,23090182,False,187,0,The Strokes,Arcade Fire,Radiohead,MGMT,LCD Soundsystem,1302752106,1302751891,1302751487,1302751232,1302750828,Automatic Stop,Neighborhood #2 (La?ka),Paranoid Android,Weekend Wars,All I Want,1258507197,0,indie,indie,indie,indie,indie,The Shins,Death Cab for Cutie,Stars,The Decemberists,Manchester Orchestra,7,5,5,5,5
None,None,0,0,None,11604276,False,2192,0,Angels & Airwaves,Angels & Airwaves,The Ark,Die Happy,Allister,1229606101,1229605794,1229605604,1229605403,1229605268,Heaven,The War,Clamour For Glamour,Goodbye,Flypaper,1217764989,0,alternative,rock,punk rock,indie,punk rock,Angels & Airwaves,American Hi-Fi,blink-182,Death Cab for Cutie,Bowling for Soup,536,219,145,131,117
None,None,0,0,None,20259338,False,386,0,Greg Nice,Greg Nice,2 Unlimited,N*E*R*D,EMF,1262127648,1262127493,1262127269,1262126999,1262126788,Start the commotion,Start the commotion,Get Ready For This,Rock Star,Unbelieveable,1248548319,0,rock,hard rock,jazz,flute,oldies,Puddle of Mudd,Rev Theory,Michael Bubl?,James Galway,Neil Sedaka,43,30,23,22,19
None,None,0,0,None,18779161,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1242843283,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,17078660,False,371,1,Shakin' Stevens,Band Aid,The Pogues,Bing Crosby,Vince Guaraldi Trio,1260040153,1260039929,1260039654,1260039477,1260039332,Merry Christmas Everyone,Do They Know It's Christmas?,Fairytale of New York,I'll Be Home for Christmas,What Child Is This,1237410750,0,Hawaiian,Classical,Hawaiian,Classical,Classical,Israel Kamakawiwo'ole,Franz Schubert,Keola Beamer,Franz Joseph Haydn,Johann Sebastian Bach,11,10,10,10,9
None,None,0,0,,3986975,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1150212637,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
35.0,ES,0,0,m,5826143,True,1,0,Flies Inside the Sun,None,None,None,None,1244047399,None,None,None,None,Mothers Kiss,None,None,None,None,1173013859,0,Ambient Drone,None,None,None,None,Flies Inside the Sun,None,None,None,None,1,None,None,None,None
None,None,0,0,None,21032186,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1251737674,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,13119207,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1224409280,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,29078606,False,3,0,Heidi Montag,Jennifer Lopez,Beyonc?,None,None,1272019295,1272019010,1272018579,None,None,More Is More,Get Right,Halo,None,None,1272018432,0,pop,rnb,pop,None,None,Jennifer Lopez,Beyonc?,Heidi Montag,None,None,1,1,1,None,None
None,None,0,0,None,12539960,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1221983144,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,28813884,False,167,0,The Roots,Nas,A Tribe Called Quest,Wu-Tang Clan,Black Star,1304621086,1304620783,1304620539,1304620324,1304619975,Right On,N.Y. State Of Mind,Electric Relaxation,C.R.E.A.M.,Brown Skin Lady,1271178431,0,Hip-Hop,Hip-Hop,Hip-Hop,Hip-Hop,Hip-Hop,Nas,A Tribe Called Quest,Common,The Roots,Talib Kweli,10,8,6,6,6
None,None,0,0,None,19225333,False,23,0,Lange,DJ Shah,Moonman,Marcel Woods,Lemon & Einar K,1244490677,1244490158,1244489988,1244489608,1244478960,Don't Think It (Feel It),Sunday Morning (Sunday Club Mix),Serengeti,Get The Kleenex,Hold Me Now,1244462892,0,trance,trance,trance,trance,trance,Ferry Corsten,Armin van Buuren,Lange,Above & Beyond,Lemon & Einar K,3,2,2,2,2
None,None,0,0,None,26492037,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1264853928,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15795359,False,1,0,Big & Rich,None,None,None,None,1234128516,None,None,None,None,Nobody Told Me,None,None,None,None,1234127125,0,country,None,None,None,None,Big & Rich,None,None,None,None,1,None,None,None,None
None,None,0,0,None,19034118,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1243753953,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21.0,US,0,0,f,4146571,True,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1151903984,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,26510405,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1264890891,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
27.0,FI,0,2,f,8232648,True,833,1,YUP,Herra Ylpp? & Ihmiset,Don Huonot,Don Huonot,Von Hertzen Brothers,1238618851,1238618524,1238617673,1238617673,1238617401,Varjoleikit,Tytt? ep?kunnossa,Tule sellaisena kuin olet,Tule sellaisena kuin olet,Freedom Fighter,1194108930,0,alternative metal,alternative rock,alternative rock,alternative,metal,Serj Tankian,Muse,A Perfect Circle,Radiohead,System of a Down,67,59,45,33,27
None,None,0,0,None,26214152,False,8,0,Taylor Swift,Tenacious D,Course Of Nature,Shinedown,3 Doors Down,1270685655,1270240331,1264973936,1264973679,1264973511,You Belong with Me,Classico,Gone,Devour,Here Without You,1264104470,0,Hip-Hop,punk rock,rock,rock,rock,Black Eyed Peas,Green Day,Tenacious D,3 Doors Down,Foo Fighters,1,1,1,1,1
19.0,NL,0,0,m,16786335,True,66,0,Tiesto & Nelly Furtado,Gorillaz,Gorillaz,Jason Der?lo,Jay-Z,1268248557,1268248113,1268247669,1268247413,1268247408,Who wants to be alone,Stylo (Radio Edit),Stylo (Radio Edit),In My Head,Young Forever,1236705199,0,Hip-Hop,nederhop,alternative,trance,House,Outkast,The Opposites,Gorillaz,DJ Jean,Dennis Ferrer,9,4,3,3,3
None,None,0,0,None,22280917,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1256591414,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,5520003,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1169808209,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
31.0,RU,0,0,f,15128582,True,163,0,Wolfgang Amadeus Mozart,?????,???-??,???????,?????????,1237082504,1236577020,1236576734,1236576494,1236576371,Dies Irae,Imagine (Album),????-??????,???,Karl-Marx-Stadt,1232350656,0,easy listening,russian rock,lounge,russian rock,experimental,????????? ? ??????,?????????? ???,??????,???? ????,Messer f?r Frau M?ller,8,7,6,6,6
None,None,0,0,None,28818484,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1271188893,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,21333595,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1252964980,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,11601591,False,7,0,Ken Follett,Ken Follett,Ken Follett,Ken Follett,Ken Follett,1217889158,1217888473,1217887776,1217887012,1217886112,Seine ?bertretung Kamen Im Darauf Folgendem Tag Noch,Noch W?hrend Er Hastig Das Gebet Sprach,Jack Ich Habe F?r Dich Getan Was Ich Konnte,Angesehene B?rger,Phillp Francis Willihelm,1217751436,0,Audiobook,indie,None,None,None,Ken Follett,We Are Scientists,None,None,None,6,1,None,None,None
38.0,UK,0,1,m,6900509,True,1420,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1182608216,0,Grime,electronic,rnb,electronic,electronic,Dizzee Rascal,The Crystal Method,M?a,The Chemical Brothers,Overseer,34,22,15,14,14
None,None,0,0,None,23306589,False,7,0,????,Guns N' Roses,Kanye West,Ke$ha,Kanye West,1275875184,1260575805,1260574893,1260400760,1260400435,Hyrule Castle,This I Love,Stronger,Run Devil Run,Heartless,1258587274,0,Hip-Hop,rock,hard rock,video game music,pop,Kanye West,Aerosmith,Guns N' Roses,????,Ke$ha,3,1,1,1,1
None,None,0,0,None,15288488,False,4,0,Bl?f,Belker,Cold War Kids,Kings of Leon,None,1232874029,1232809355,1232808905,1232808700,None,Hart Tegen Hart,niet meer bang,Hair Down,Sex on Fire,None,1232805515,0,rock,dutch,indie,under 2000 listeners,None,Kings of Leon,Bl?f,Cold War Kids,Belker,None,1,1,1,1,None
None,None,0,0,None,21410949,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1253281225,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,20011518,False,9,0,Wanda Jackson,Stray Cats,Vermillion Lies,Kitty Daisy & Lewis,Kate Nash,1247589444,1247589233,1247589028,1247588673,1247588416,Let's Have a Party,(She's) Sexy + 17,Come Down,Buggin' Blues,Birds,1247586710,0,rockabilly,rock,rock,rockabilly,rockabilly,Kitty Daisy & Lewis,4 Non Blondes,K's Choice,Stray Cats,Wanda Jackson,2,1,1,1,1
None,BR,0,41,f,5281190,True,22197,0,Alpines,Alpines,Alpines,Alpines,Alpines,1383098142,1383097938,1383097721,1383097486,1383097208,The Professor,Archives,Noblesse Oblige,Strange Company,Brittle Sails,1166920874,0,Grunge,punk,indie,alternative rock,acoustic,Nirvana,The Distillers,Snow Patrol,The Smashing Pumpkins,Matt Wertz,759,499,435,401,392
None,None,0,0,None,16424472,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1235792760,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,29537582,False,5,0,Benji Boko,Aim,Hybrid,Overseer,iLs,1273755474,1273755423,1273754985,1273754902,1273754715,The Jungle V.I.P.,Walking Home Through The Park,Beachcoma,Stompbox,6 Space (Next Level),1273519342,0,electronic,electronic,trip-hop,breakbeat,electronic,Hybrid,Overseer,Aim,iLs,Benji Boko,1,1,1,1,1
47.0,None,0,0,None,16075088,True,112,0,Deep Wound,Deep Wound,Deep Wound,Deep Wound,Deep Wound,1235021597,1235021504,1235021446,1235021388,1235021320,Sick of Fun,Video Prick,Lou's Anxiety Song,Don't Need,In My Room,1234922213,0,crossover,hardcore,punk,powerviolence,powerviolence,D.R.I.,Deep Wound,Dead Kennedys,ACxDC,Charles Bronson,22,11,10,8,5
